,Datetime,Tweet Id,Text,Username,Month
120,2020-11-07 22:23:33+00:00,1325202254819946496,"Trump routinely targeted some of the popular &amp; respected movements &amp; figures - both politicians and non politicians- bc the right wants Dems to run away from our strongest assets.

Strategy can be nuanced &amp; we’re a big tent, but we don’t have to run scared all the time. Be proud!",AOC,11
121,2020-11-07 22:16:54+00:00,1325200580810141699,"I’ve been thinking so much of @IlhanMN.

Trump made Minnesota explicitly about HER. Said he’d win because of her. Many Dems in DC believed him, &amp; marginalized her.

That burden wasn’t fair, but she took on the challenge anyway. She won.

Credit and respect her. @RashidaTlaib too.",AOC,11
122,2020-11-07 21:02:05+00:00,1325181753204461569,"John Kasich, who did not deliver Ohio to Dems, is saying folks like @IlhanMN, who did deliver Minnesota, are the problem.

Please don’t take these people seriously and go back to celebrating and building power 🎉 https://t.co/kXAv3UfmgQ",AOC,11
123,2020-11-07 18:57:12+00:00,1325150325968236546,"I saw party consultants take over a Congressional swing campaign operation this year and was it wasn’t good.

The blind impulse to blame activists and the left both demoralizes a key constituency and distracts from asking real Qs &amp; fixing serious operational issues.",AOC,11
124,2020-11-07 18:50:24+00:00,1325148614461513729,"One thing I’ll say: for the last two years, I and progressive candidates have been unseating powerful Dem incumbents supported by DCCC.

Not *once* has anyone in the party asked me what weaknesses I’ve found in their operation.

If they stop blaming progressives, we can help.",AOC,11
125,2020-11-07 18:20:44+00:00,1325141147698737153,(We’re running numbers on GND),AOC,11
126,2020-11-07 18:20:39+00:00,1325141128450961414,"Every single swing-seat House Democrat who endorsed #MedicareForAll won re-election or is on track to win re-election.

Every.👏🏽 Single.👏🏽 One.👏🏽",AOC,11
127,2020-11-07 18:05:44+00:00,1325137375924690947,"Anyone saying this after immigrant organizers delivered AZ, Black grassroots flipped Georgia, MI going blue w reality-bending 94% Detroit margin + @RashidaTlaib running up the margins in her district &amp; Trump publicly challenging @IlhanMN in MN and losing isn’t a serious person. https://t.co/2FtJzqGki8",AOC,11
128,2020-11-07 17:02:28+00:00,1325121452719235073,Congratulations to President-elect Joe Biden &amp; Vice President-elect Kamala Harris!,AOC,11
129,2020-11-07 02:02:55+00:00,1324895073776054273,Thank you. We need you. Keep organizing. https://t.co/OCCS2XTiIH,AOC,11
130,2020-11-07 01:54:57+00:00,1324893067170734080,@seanilling Good thing I didn’t say that,AOC,11
131,2020-11-07 01:42:09+00:00,1324889846498942976,BTW I’m definitely happy to be proven wrong. If we can get independent data that @ProjectLincoln’s videos and billboards were directly responsible for really effective R ➡️ D persuasion - $67 million of it - I’ll publicly apologize. But we just haven’t seen any.,AOC,11
132,2020-11-07 01:37:42+00:00,1324888726976258050,"And for folks who think it persuaded Republicans, I’d be interested to see data on how effective their videos and NYC billboards were at persuasion. Especially data that justifies $67,000,000.

It’s not that persuasion doesn’t work, it’s a Q of if this was persuasion at all ⬇️ https://t.co/yP38L5R1gC",AOC,11
133,2020-11-07 01:32:37+00:00,1324887448976027649,"@AndrewBeatty It’s not the general “Never Trump” message that’s a failure per se, but the kind of videos they made are pretty well shown to not be persuasive for a Never Trump message. Explicitly insulting anti-Trump content isn’t what gets people to move. If anything it digs their heels in.",AOC,11
134,2020-11-07 01:30:13+00:00,1324886845134696453,@timburchett You are right about Santa but I don’t know about your nice list story Burchett 🤣,AOC,11
135,2020-11-07 01:25:22+00:00,1324885624881606657,"There’s potential incentive bc @ProjectLincoln is def in scam territory w these results. It’s a pretty  bad rep even tho GOP has a thing for failing up.

Come clean, say “listen, we thought it’d work, it didn’t,&amp; in good faith we’re gonna raise X mil for these ppl who deserve it”",AOC,11
136,2020-11-07 01:14:56+00:00,1324882999259918336,If they need ideas there are plenty of recommendations here ⬇️ https://t.co/uTD3YDUUGY,AOC,11
137,2020-11-07 01:12:05+00:00,1324882279437627393,And if they spent it all (yikes) then they should consider using their fundraising juggernaut to get resources to those orgs.,AOC,11
138,2020-11-07 01:10:29+00:00,1324881876201385984,It’s not too late for them to do the right thing. Lincoln Project should take the L and publicly pledge to give a lot of their fundraising to the people who actually made a big difference. https://t.co/kW7mJMF5IF,AOC,11
139,2020-11-06 21:24:43+00:00,1324825062915084288,Lol at the “party of personal responsibility” being upset at the idea of being responsible for their behavior over last four years,AOC,11
140,2020-11-06 20:16:02+00:00,1324807776510595078,"Is anyone archiving these Trump sycophants for when they try to downplay or deny their complicity in the future? I foresee decent probability of many deleted Tweets, writings, photos in the future",AOC,11
